Level,id,Wissenschaftlicher Name,Name,Euring,Species id,Familie,Artengruppe,Artstatus,Datum,Zeit,Erfassungsdatum,Typ des Meldesystems,versteckt bis,hide level,Anzahl,Geschlecht,Stadium,Aktivität,31468-X,31468-Y,Lon,Lat,Genauigkeit,Biotop,Gebiet,Bundesland,Provinz,Benutzer,Admin,Status,sicher,"entflohen, ausgesetzt oder angepflanzt",Methode,link,Bemerkungen,Bemerkungen zum Ort,Tagesliste,Foto
+,191086565,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,08/05/2020,,11/05/2020,Site,01/01/1980,0,25,männlich,unbekannt,singend,"4,158,359","5,650,638","714,197,159","5,088,982,377",100, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191086565,"""qualitative Erfassung - ich""",,0,N
+,191086579,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,08/05/2020,,11/05/2020,Site,01/01/1980,0,25,männlich,unbekannt,singend,"4,158,532","5,650,494","714,454,651","5,088,863,261",100, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191086579,"""qualitative Erfassung - ich""",,0,N
+,191086636,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,08/05/2020,,11/05/2020,Site,01/01/1980,0,25,männlich,unbekannt,singend,"4,159,113","5,644,888","715,799,331","5,083,875,865",100, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191086636,"""qualitative Erfassung - ich""",,0,N
+,229459150,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,205,768","5,771,004","7,713,792","51,994,805",14, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459150,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459151,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,209,310","5,771,362","7,764,915","51,999,881",15, onbekend,BRD - MS Münster und Umgebung,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459151,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459152,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,209,310","5,771,362","7,764,915","51,999,881",15, onbekend,BRD - MS Münster und Umgebung,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459152,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459153,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,205,768","5,771,004","7,713,792","51,994,805",14, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459153,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459154,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,205,768","5,771,004","7,713,792","51,994,805",14, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459154,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459155,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,09/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,209,310","5,771,362","7,764,915","51,999,881",15, onbekend,BRD - MS Münster und Umgebung,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459155,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,191022985,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,13:34,10/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,093,367","5,701,886","616,515,207,290,649","513,061,141,967,773",25, onbekend,BRD - VIE Brüggen NSG Heidemoore,BRD - Nordrhein-Westfalen,Germany,Sjors de Kort,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191022985,,,0,N
+,191022999,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,11:15,10/05/2020,ObsMapp,01/01/2007,0,5,unbekannt,Imago,anwesend,"4,092,778","5,702,399","615,617,036,819,458","513,102,836,608,887",25, onbekend,BRD - NSG Huehnerkamp,BRD - Nordrhein-Westfalen,Germany,Sjors de Kort,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191022999,,,0,N
+,191028045,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,13:16,10/05/2020,ObsMapp,01/01/2007,0,100,unbekannt,Imago,anwesend,"4,205,690","5,774,223","770,989,608,764,648","520,236,129,760,742",25, onbekend,BRD - MS Münster - Truppenübungsplatz Dorbaum,BRD - Nordrhein-Westfalen,Germany,Carsten Trappmann,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/191028045,,,0,N
+,229459147,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,,17/11/2021,Site,01/01/1980,0,5,unbekannt,unbekannt,anwesend,"4,202,144","5,776,681","765,625","5,204,375",910, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459147,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459148,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,,17/11/2021,Site,01/01/1980,0,5,unbekannt,unbekannt,anwesend,"4,206,827","5,773,738","7,726,822","52,019,869",20, onbekend,BRD - NSG Emsaue,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459148,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459149,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/05/2020,,17/11/2021,Site,01/01/1980,0,5,unbekannt,unbekannt,anwesend,"4,205,084","5,777,900","7,697,917","5,205,625",910, onbekend,BRD - ST Greven,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459149,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,191423686,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,14/05/2020,,15/05/2020,Site,01/01/1980,0,10,männlich,unbekannt,singend,"4,160,548","5,652,835","717,092,514","5,091,078,622",10, onbekend,BRD - GL Rheinisch-Bergischer Kreis (Kreis),BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191423686,"""""",,0,N
+,229459142,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,14/05/2020,,17/11/2021,Site,01/01/1980,0,15,unbekannt,unbekannt,anwesend,"4,124,233","5,745,238","655,959","51,715,213",114, onbekend,BRD - WES Wesel NSG Diersfordter Wald,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459142,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459143,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,14/05/2020,,17/11/2021,Site,01/01/1980,0,25,unbekannt,unbekannt,anwesend,"4,123,156","5,745,502","6,543,787","51,716,856",189, onbekend,BRD - KLE Hamminkeln,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459143,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459144,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,14/05/2020,,17/11/2021,Site,01/01/1980,0,100,unbekannt,unbekannt,anwesend,"4,122,215","5,745,827","6,529,888","51,719,127",156, onbekend,BRD - WES Wesel (Gemeinde),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459144,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459145,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,14/05/2020,,17/11/2021,Site,01/01/1980,0,50,unbekannt,unbekannt,anwesend,"4,131,806","5,737,781","6,676,541","51,653,491",301, onbekend,BRD - NSG Drevenacker Duenen,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459145,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,191482736,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,16/05/2020,,16/05/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,singend,"4,159,827","5,648,614","716,463,804","5,087,255,973",1000, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Caspar Jung,,O,Y,N,gehört,https://nrw.observation.org/waarneming/view/191482736,"""Herfeld, Camp Altenrath und Altenrather Tongrube""",,0,N
+,191482763,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,16/05/2020,,16/05/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,singend,"4,160,576","5,646,879","717,684,746","5,085,745,658",1000, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Caspar Jung,,O,Y,N,gehört,https://nrw.observation.org/waarneming/view/191482763,"""""",,0,N
+,229459141,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,16/05/2020,,17/11/2021,Site,01/01/1980,0,10,unbekannt,unbekannt,anwesend,"4,207,695","5,773,562","7,739,583","5,201,875",910, onbekend,BRD - MS Münster und Umgebung,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459141,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,195163235,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/05/2020,16:30,28/06/2020,Site,01/01/1980,0,100,unbekannt,Imago,singend,"4,111,191","5,626,625","649,989,545","5,064,519,995",10, onbekend,BRD - Rureifel,BRD - Nordrhein-Westfalen,Germany,Kai Ulrich Kirst,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/195163235,"""relativ magere Wiese am Waldrand; sehr viele singend""",,0,N
+,229459136,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,202,974","5,775,969","7,668,929","52,037,822",13, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459136,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459137,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,202,298","5,775,416","765,958","52,032,498",15, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459137,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459138,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,202,974","5,775,969","7,668,929","52,037,822",13, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459138,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459139,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/05/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,206,957","5,773,920","7,728,558","52,021,569",16, onbekend,BRD - NSG Emsaue bei Telgte,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459139,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,191700762,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,18:09,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,216","5,650,887","712,555,503,845,215","508,913,726,806,641",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700762,,,0,N
+,191700763,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,18:02,18/05/2020,ObsMapp,01/01/2007,0,3,unbekannt,unbekannt,singend,"4,157,228","5,650,891","712,571,573,257,446","50,891,414,642,334",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700763,,,0,N
+,191700764,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:57,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,290","5,650,956","712,653,112,411,499","50,892,032,623,291",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700764,,,0,N
+,191700765,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:55,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,311","5,650,981","712,680,530,548,096","508,922,691,345,215",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700765,,,0,N
+,191700766,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:55,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,311","5,650,984","712,680,578,231,812","508,922,958,374,023",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700766,,,0,N
+,191700767,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:54,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,334","5,651,001","712,711,620,330,811","508,924,674,987,793",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700767,,,0,N
+,191700768,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:53,18/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,355","5,651,019","712,739,229,202,271","508,926,391,601,563",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700768,,,0,N
+,191700769,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:52,18/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,367","5,651,029","71,275,520,324,707","508,927,345,275,879",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700769,,,0,N
+,191700770,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:48,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,398","5,651,024","71,279,935,836,792","508,927,116,394,043",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700770,,,0,N
+,191700771,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:47,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,387","5,651,020","712,784,863","5,089,266,586",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700771,"""""",,0,N
+,191700772,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:45,18/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,352","5,650,979","712,738,752,365,112","50,892,276,763,916",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700772,,,0,N
+,191700773,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:43,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,333","5,650,958","712,713,861,465,454","508,920,822,143,555",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700773,,,0,N
+,191700774,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:40,18/05/2020,ObsMapp,01/01/2007,0,4,unbekannt,unbekannt,singend,"4,157,318","5,650,948","712,693,977","5,089,197,922",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700774,"""""",,0,N
+,191700775,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:39,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,307","5,650,934","712,679,052,352,905","50,891,845,703,125",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700775,,,0,N
+,191700776,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:36,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,288","5,650,919","712,653,779,983,521","508,917,007,446,289",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700776,,,0,N
+,191700777,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:34,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,265","5,650,897","712,623,119,354,248","508,914,909,362,793",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700777,,,0,N
+,191700778,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:29,18/05/2020,ObsMapp,01/01/2007,0,3,unbekannt,unbekannt,singend,"4,157,251","5,650,879","712,605,476,379,395","508,913,230,895,996",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700778,,,0,N
+,191700779,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:28,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,273","5,650,905","712,634,229,660,034","508,915,672,302,246",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700779,,,0,N
+,191700780,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:17,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,373","5,651,008","712,766,218,185,425","508,925,476,074,219",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700780,,,0,N
+,191700781,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:10,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,363","5,650,981","712,754,726,409,912","508,922,996,520,996",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700781,,,0,N
+,191700782,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:04,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,289","5,650,900","712,656,927,108,765","508,915,328,979,492",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700782,,,0,N
+,191700783,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,17:02,18/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,279","5,650,895","712,643,957","5,089,147,949",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700783,"""""",,0,N
+,191700784,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:57,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,260","5,650,867","712,618,827,819,824","508,912,239,074,707",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700784,,,0,N
+,191700785,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:36,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,281","5,650,856","712,649,440,765,381","508,911,323,547,363",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700785,,,0,N
+,191700786,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:33,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,294","5,650,882","712,665,271,759,033","508,913,726,806,641",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700786,,,0,N
+,191700787,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:27,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,363","5,650,939","712,758,445,739,746","508,919,296,264,648",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700787,,,0,N
+,191700788,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:21,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,287","5,650,843","712,660,074,234,009","508,910,217,285,156",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700788,,,0,N
+,191700789,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,16:17,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,381","5,650,924","712,785,816,192,627","508,917,999,267,578",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700789,,,0,N
+,191700790,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,15:39,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,376","5,650,806","712,788,677,215,576","508,907,432,556,152",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700790,,,0,N
